START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
5,20.738,20.738,,,,4,20.717,20.717,7,22.110,22.110,1,20.158,20.158,3,20.641,20.641,6,20.959,20.959,2,20.512,20.512,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,19.905,40.643,1,,20.029,4,19.164,39.880,3,17.622,39.731,6,20.353,40.511,5,19.321,39.962,8,19.707,40.666,2,19.157,39.668,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
8,32.835,1:13.477,2,38.698,58.726,1,18.305,58.185,3,19.313,59.044,5,18.981,59.492,4,19.334,59.295,6,18.864,59.529,7,19.976,59.644,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
8,9.772,1:23.248,4,14.258,1:12.984,1,9.941,1:08.125,6,14.262,1:13.305,7,14.135,1:13.626,2,12.826,1:12.121,3,13.298,1:12.827,5,13.588,1:13.231,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
,,,5,9.951,1:22.935,1,8.989,1:17.113,6,9.716,1:23.020,7,9.686,1:23.311,2,9.859,1:21.980,3,9.815,1:22.641,4,9.692,1:22.922,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,,1:32.782,5,9.614,1:32.548,1,9.039,1:26.152,6,9.619,1:32.639,8,9.730,1:33.041,2,9.392,1:31.371,3,9.594,1:32.234,4,9.619,1:32.540,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
8,9.967,1:42.749,5,9.689,1:42.236,1,9.501,1:35.652,6,9.774,1:42.412,7,9.555,1:42.595,2,9.548,1:40.918,3,9.936,1:42.170,4,9.672,1:42.212,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
8,9.998,1:52.747,3,9.991,1:52.227,1,9.764,1:45.416,6,10.081,1:52.492,7,10.076,1:52.670,2,9.662,1:50.580,5,10.306,1:52.476,4,10.097,1:52.309,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,10.218,2:02.965,4,10.295,2:02.522,1,9.975,1:55.391,5,10.205,2:02.696,8,10.476,2:03.145,2,10.010,2:00.590,6,10.317,2:02.793,3,10.209,2:02.518,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,10.160,2:13.124,3,10.366,2:12.888,1,10.387,2:05.778,6,10.424,2:13.120,8,10.330,2:13.475,2,10.162,2:10.751,5,10.309,2:13.101,4,10.500,2:13.017,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,10.644,2:23.768,3,10.404,2:23.291,1,10.635,2:16.412,6,10.471,2:23.591,8,10.479,2:23.953,2,10.633,2:21.384,5,10.388,2:23.489,4,10.292,2:23.309,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
5,10.784,2:34.551,3,11.004,2:34.294,1,10.851,2:27.263,7,10.987,2:34.577,8,10.702,2:34.654,2,12.152,2:33.535,6,11.071,2:34.560,4,11.034,2:34.342,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
4,13.800,2:48.350,,,,1,11.096,2:38.359,2,13.514,2:48.091,6,14.058,2:48.712,5,14.992,2:48.527,3,13.654,2:48.213,,,,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
4,16.263,3:04.613,5,,3:04.859,1,11.167,2:49.525,7,17.054,3:05.144,6,16.392,3:05.104,8,16.756,3:05.282,2,16.268,3:04.480,3,,3:04.543,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
6,17.820,3:22.432,3,17.178,3:22.036,1,15.893,3:05.418,4,17.033,3:22.177,5,17.293,3:22.396,7,17.212,3:22.493,2,17.077,3:21.557,,,,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
4,17.167,3:39.599,6,17.717,3:39.753,1,17.302,3:22.719,7,17.647,3:39.823,8,17.606,3:40.002,5,17.221,3:39.714,2,17.699,3:39.255,3,,3:39.298,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
5,14.539,3:54.138,2,14.282,3:54.035,1,17.476,3:40.195,7,14.694,3:54.517,3,14.064,3:54.066,8,14.863,3:54.577,4,14.853,3:54.107,6,14.951,3:54.248,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
4,11.422,4:05.559,,,,1,14.632,3:54.826,6,11.201,4:05.718,3,11.344,4:05.410,7,11.208,4:05.785,5,11.487,4:05.594,2,10.692,4:04.940,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
4,10.908,4:16.467,7,,4:16.701,1,11.155,4:05.981,8,11.061,4:16.779,5,11.149,4:16.559,2,10.390,4:16.174,6,11.052,4:16.645,3,11.332,4:16.272,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
6,10.694,4:27.161,4,10.249,4:26.950,1,10.808,4:16.788,8,10.482,4:27.261,5,10.406,4:26.964,2,10.353,4:26.527,7,10.595,4:27.240,3,10.296,4:26.567,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
5,9.396,4:36.556,2,9.316,4:36.265,1,10.540,4:27.327,8,9.570,4:36.830,3,9.310,4:36.274,4,9.938,4:36.464,6,9.336,4:36.575,7,10.258,4:36.824,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
8,9.833,4:46.389,3,9.415,4:45.680,1,9.638,4:36.965,7,9.532,4:46.362,2,9.361,4:45.635,6,9.622,4:46.086,5,9.491,4:46.066,4,8.911,4:45.735,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
8,9.712,4:56.100,3,9.624,4:55.303,1,9.462,4:46.426,7,9.465,4:55.827,2,9.558,4:55.192,6,9.651,4:55.736,5,9.479,4:55.545,4,9.598,4:55.332,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,9.629,5:05.729,2,9.737,5:05.040,1,10.045,4:56.471,8,9.920,5:05.746,3,10.003,5:05.195,6,9.859,5:05.595,5,9.781,5:05.325,4,9.972,5:05.303,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,10.137,5:15.865,2,10.121,5:15.161,1,9.810,5:06.280,8,10.214,5:15.959,5,10.290,5:15.484,6,10.178,5:15.773,4,9.919,5:15.244,3,9.866,5:15.169,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
7,10.379,5:26.244,2,9.984,5:25.144,1,11.604,5:17.884,6,10.254,5:26.213,3,9.723,5:25.207,8,11.692,5:27.464,4,9.969,5:25.213,5,10.220,5:25.388,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
5,10.06,5:36.302,2,9.84,5:34.982,1,14.57,5:32.454,7,11.65,5:37.861,6,12.49,5:37.688,8,12.89,5:40.350,4,10.32,5:35.525,3,9.72,5:35.099,2004-2005,2005 Winter Universiade,3000m,m,SemiFinals,1
