SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME
4,13.283,13.283,3,13.195,13.195,2,13.011,13.011,1,12.701,12.701
4,9.555,22.837,3,9.565,22.759,2,9.597,22.608,1,9.656,22.357
3,9.344,32.181,4,9.462,32.221,2,9.354,31.962,1,9.477,31.834
3,9.372,41.553,4,9.368,41.590,2,9.446,41.408,1,9.424,41.258
3,9.406,50.959,4,9.476,51.066,2,9.529,50.937,1,9.495,50.753
1,9.126,1:00.085,3,9.326,1:00.392,4,9.554,1:00.491,2,9.408,1:00.160
1,9.232,1:09.317,2,9.234,1:09.625,4,9.390,1:09.880,3,9.573,1:09.733
1,9.326,1:18.644,2,9.652,1:19.277,4,9.844,1:19.724,3,9.662,1:19.394
1,9.835,1:28.479,2,9.789,1:29.065,4,9.903,1:29.627,3,10.159,1:29.553
