Gerard WILLIAMS POSITION,Gerard WILLIAMS LAP TIME,Gerard WILLIAMS ELAPSED TIME,GAO Ming POSITION,GAO Ming LAP TIME,GAO Ming ELAPSED TIME,JANG Won-Hoon POSITION,JANG Won-Hoon LAP TIME,JANG Won-Hoon ELAPSED TIME,Rafal PIORECKI POSITION,Rafal PIORECKI LAP TIME,Rafal PIORECKI ELAPSED TIME
0,12.553,12.553,0,12.977,12.977,0,12.851,12.851,0,12.643,12.643
0,9.993,22.546,0,9.842,22.819,0,9.606,22.458,0,9.966,22.609
0,10.189,32.735,0,10.162,32.981,0,10.114,32.572,0,10.261,32.870
0,10.282,43.017,0,10.257,43.238,0,10.202,42.773,0,10.284,43.154
0,10.027,53.044,0,9.934,53.173,0,9.991,52.764,0,9.999,53.153
0,10.117,1:03.161,0,9.368,1:02.541,0,9.460,1:02.224,0,10.086,1:03.239
0,10.348,1:13.509,0,9.675,1:12.216,0,9.888,1:12.113,0,9.842,1:13.082
0,10.815,1:24.324,0,9.740,1:21.956,0,9.654,1:21.767,0,10.005,1:23.086
0,,,0,,,0,,,0,,
