LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME
1,6.540,6.540,2,6.660,6.660,3,6.690,6.690,4,6.750,6.750
1,9.070,15.620,2,9.030,15.700,4,9.240,15.940,3,9.110,15.860
3,8.620,24.240,1,8.490,24.200,4,8.620,24.560,2,8.340,24.210
2,8.640,32.880,1,8.650,32.850,4,8.500,33.070,3,8.820,33.030
3,9.160,42.050,1,9.080,41.930,2,8.950,42.030,4,9.060,42.090
