Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
2,7.31,7.31,1,7.05,7.05,3,7.56,7.56,4,7.70,7.70
2,9.42,16.73,1,9.50,16.55,3,9.44,17.00,4,9.73,17.43
2,9.14,25.88,1,9.18,25.73,3,9.22,26.23,4,9.20,26.64
2,9.13,35.02,1,9.18,34.91,3,9.18,35.41,4,9.37,36.01
2,9.34,44.352,1,9.44,44.346,3,9.42,44.824,4,9.83,45.836
