Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.33,7.33,2,7.68,7.68,4,7.88,7.88,3,7.77,7.77
1,9.46,16.79,2,9.34,17.02,4,9.63,17.51,3,9.42,17.19
1,9.35,26.14,2,9.29,26.31,4,9.18,26.69,3,9.29,26.48
1,10.04,36.18,2,9.97,36.28,4,9.88,36.57,3,10.00,36.48
2,9.15,45.330,1,8.93,45.210,4,9.22,45.787,3,9.21,45.686
