Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
3,7.74,7.74,1,7.47,7.47,4,7.94,7.94,2,7.68,7.68
3,9.71,17.45,1,9.62,17.09,4,9.63,17.57,2,9.51,17.19
3,9.13,26.58,1,9.29,26.38,4,9.10,26.67,2,9.29,26.48
3,9.24,35.82,1,9.19,35.57,4,9.26,35.93,2,9.23,35.71
3,9.57,45.381,1,9.45,45.013,4,9.49,45.413,2,9.52,45.228
