START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
5,8.45,8.45,1,8.06,8.06,3,8.36,,4,8.42,8.42,2,8.20,8.20,7,8.82,8.82,6,8.63,8.63,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
6,11.37,19.82,1,11.34,19.40,4,11.27,,5,11.28,19.70,3,11.33,19.53,2,10.62,19.44,7,11.38,20.01,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
6,9.93,29.75,2,10.08,29.48,4,10.01,,5,9.99,29.69,3,10.03,29.56,1,9.90,29.34,7,9.92,29.93,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
7,10.94,40.69,4,11.01,40.49,5,10.96,,6,10.98,40.67,2,10.74,40.30,3,11.03,40.37,1,10.26,40.19,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
7,10.14,50.83,5,10.10,50.59,6,10.11,,3,9.67,50.34,2,9.94,50.24,4,10.10,50.47,1,9.84,50.03,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
7,9.77,1:00.60,5,9.75,1:00.34,6,9.75,,3,9.72,1:00.06,2,9.69,59.93,4,9.73,1:00.20,1,9.81,59.84,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
7,9.71,1:10.31,5,9.74,1:10.08,6,9.72,,3,9.81,1:09.87,2,9.84,1:09.77,4,9.75,1:09.95,1,9.83,1:09.67,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
7,9.97,1:20.28,5,9.96,1:20.04,6,9.99,,3,9.94,1:19.81,2,9.93,1:19.70,4,9.96,1:19.91,1,9.93,1:19.60,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
7,9.76,1:30.04,5,9.85,1:29.89,6,9.81,,2,9.90,1:29.71,1,9.93,1:29.63,4,9.87,1:29.78,3,10.17,1:29.77,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
6,10.15,1:40.19,4,10.05,1:39.94,5,10.11,,2,9.87,1:39.58,1,9.69,1:39.32,3,9.93,1:39.71,7,10.76,1:40.53,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
6,9.71,1:49.90,4,9.82,1:49.76,5,9.74,,3,10.06,1:49.64,1,9.89,1:49.21,2,9.77,1:49.48,7,10.67,1:51.20,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
4,9.62,1:59.52,6,10.33,2:00.09,3,9.59,,5,10.33,1:59.97,1,10.01,1:59.22,2,9.80,1:59.28,7,11.16,2:02.36,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
1,9.62,2:09.14,4,10.37,2:10.46,3,10.14,,5,10.90,2:10.87,2,10.33,2:09.55,6,11.96,2:11.24,7,11.38,2:13.74,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
1,9.64,2:18.787,3,10.35,2:20.814,2,10.22,,4,11.68,2:22.556,2,10.31,2:19.869,5,13.72,2:24.965,6,11.39,2:25.138,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,RankingFinals,2
