SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Namasthee HARRIS-GAUTHIER POSITION,Namasthee HARRIS-GAUTHIER LAP TIME,Namasthee HARRIS-GAUTHIER ELAPSED TIME
3,14.18,,2,14.07,14.07,1,14.06,,4,14.32,14.32,5,14.47,14.47
3,10.45,,2,10.47,24.54,1,10.39,,5,10.58,24.90,4,10.31,24.78
3,10.44,,2,10.44,34.98,1,10.49,,5,10.49,35.39,4,10.51,35.29
2,9.59,,1,9.60,44.58,5,10.76,,4,9.76,45.15,3,9.51,44.80
2,9.78,,1,9.77,54.35,5,9.93,,4,9.57,54.72,3,9.77,54.57
2,9.63,,1,9.67,1:04.02,5,9.84,,4,9.65,1:04.37,3,9.58,1:04.15
2,9.59,,1,9.56,1:13.58,5,10.65,,4,9.60,1:13.97,3,9.61,1:13.76
2,9.62,,1,9.62,1:23.20,5,11.53,,4,9.83,1:23.80,3,9.62,1:23.38
2,9.73,,1,9.71,1:32.894,5,12.28,,3,10.18,1:33.959,2,9.73,1:33.096
