HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME
2,12.43,12.43,3,12.61,12.61,4,12.65,12.65,1,12.40,12.40
1,9.25,21.68,3,9.30,21.91,4,9.39,22.04,2,9.41,21.81
1,9.49,31.17,3,9.43,31.34,4,9.39,31.43,2,9.46,31.27
1,9.42,40.59,4,9.56,40.90,3,9.34,40.77,2,9.40,40.67
1,9.35,49.94,4,9.33,50.23,3,9.35,50.12,2,9.38,50.05
1,9.41,59.35,4,9.40,59.63,3,9.41,59.53,2,9.39,59.44
1,9.14,1:08.49,3,9.14,1:08.77,2,9.04,1:08.57,4,9.52,1:08.96
1,9.09,1:17.58,3,9.12,1:17.89,2,9.10,1:17.67,4,9.34,1:18.30
1,9.37,1:26.950,2,9.28,1:27.164,0,,DQ,3,9.40,1:27.698
