Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Jakov DOLINIC POSITION,Jakov DOLINIC LAP TIME,Jakov DOLINIC ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
3,14.050,14.050,4,14.140,14.140,5,14.156,14.156,2,13.872,13.872,1,13.718,13.718
3,10.251,24.302,5,10.538,24.678,4,10.236,24.392,2,10.379,24.251,1,10.272,23.990
3,10.197,34.499,4,9.856,34.533,5,10.333,34.725,2,10.181,34.433,1,9.952,33.942
4,9.850,44.349,3,9.716,44.249,5,10.262,44.987,2,9.669,44.102,1,9.928,43.870
3,9.777,54.126,2,9.787,54.036,5,10.047,55.034,4,10.491,54.592,1,9.871,53.740
3,9.956,1:04.082,2,9.992,1:04.028,5,10.161,1:05.195,4,9.727,1:04.319,1,10.114,1:03.855
3,9.717,1:13.799,2,9.624,1:13.652,4,8.714,1:13.909,5,9.877,1:14.196,1,9.465,1:13.320
3,9.673,1:23.472,2,9.155,1:22.807,5,13.060,1:26.970,4,10.208,1:24.404,1,9.323,1:22.643
3,10.206,1:33.678,1,9.663,1:32.470,5,11.121,1:38.090,4,11.075,1:35.479,2,10.012,1:32.655
