Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Caroline HALLISEY POSITION,Caroline HALLISEY LAP TIME,Caroline HALLISEY ELAPSED TIME
3,16.379,16.379,2,16.351,16.351,1,16.281,16.281,4,16.652,16.652
3,11.765,28.144,1,11.563,27.914,2,11.660,27.941,4,11.548,28.199
3,10.132,38.276,2,10.190,38.104,1,10.078,38.019,4,10.099,38.298
3,9.977,48.253,1,9.901,48.005,2,10.026,48.044,4,9.965,48.263
4,9.949,58.202,2,10.013,58.017,1,9.871,57.914,3,9.934,58.197
3,9.784,1:07.986,1,9.769,1:07.785,2,9.902,1:07.816,4,9.926,1:08.122
4,10.007,1:17.993,1,9.832,1:17.617,2,10.003,1:17.819,3,9.799,1:17.921
3,9.917,1:27.909,1,9.902,1:27.519,2,9.977,1:27.796,4,10.136,1:28.057
3,10.23,1:38.135,1,10.37,1:37.885,2,10.25,1:38.044,4,10.16,1:38.212
