HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,6.97,6.97,2,7.06,7.06,3,7.17,7.17,4,7.38,7.38
1,8.95,15.92,2,8.98,16.04,3,9.00,16.17,4,9.12,16.50
1,8.36,24.28,2,8.37,24.41,3,8.39,24.56,4,8.84,25.34
1,8.49,32.77,2,8.54,32.95,3,8.49,33.05,4,9.03,34.37
1,8.60,41.362,2,8.74,41.690,3,8.77,41.811,4,9.31,43.680
