LIM Kyoung Won POSITION,LIM Kyoung Won LAP TIME,LIM Kyoung Won ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,NAVARRO Tristan POSITION,NAVARRO Tristan LAP TIME,NAVARRO Tristan ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.89,6.89,3,7.22,7.22,5,7.47,7.47,3,7.22,7.22,2,7.01,7.01
1,8.92,15.81,3,8.89,16.11,5,9.03,16.50,4,8.93,16.15,2,8.88,15.89
1,8.51,24.32,3,8.38,24.49,5,8.48,24.98,4,8.51,24.66,2,8.53,24.42
1,8.60,32.92,2,8.55,33.04,5,8.52,33.50,4,8.71,33.37,3,8.92,33.34
1,8.88,41.80,2,8.86,41.90,4,8.84,42.34,5,9.10,42.47,3,8.88,42.22
