CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME
2,12.92,12.92,3,13.02,13.02,1,12.79,12.79,4,13.03,13.03
1,9.75,22.67,3,9.83,22.85,2,9.95,22.74,4,9.93,22.96
1,9.70,32.37,2,9.55,32.40,3,9.69,32.43,4,9.66,32.62
1,9.24,41.61,2,9.30,41.70,3,9.38,41.81,4,9.33,41.95
1,9.28,50.89,2,9.29,50.99,3,9.27,51.08,4,9.23,51.18
1,9.09,59.98,2,9.10,1:00.09,3,9.08,1:00.16,4,9.13,1:00.31
1,9.00,1:08.98,2,9.06,1:09.15,3,9.04,1:09.20,4,9.07,1:09.38
1,8.89,1:17.87,4,9.21,1:18.36,2,8.88,1:18.08,3,8.91,1:18.29
1,9.16,1:27.021,4,9.67,1:28.029,2,9.02,1:27.096,3,9.06,1:27.344
