HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
2,12.58,12.58,3,12.69,12.69,4,12.85,12.85,5,12.97,12.97,1,12.56,
1,9.29,21.87,4,9.41,22.10,3,9.16,22.01,5,9.28,22.25,2,9.35,
1,9.09,30.96,4,9.18,31.28,3,9.15,31.16,5,9.15,31.40,2,9.14,
1,9.36,40.32,4,9.32,40.60,3,9.35,40.51,5,9.34,40.74,2,9.35,
1,9.31,49.63,4,9.32,49.92,2,9.20,49.71,5,9.30,50.04,3,9.41,
1,9.16,58.79,4,9.20,59.12,2,9.21,58.92,5,9.19,59.23,3,9.30,
1,9.09,1:07.88,5,9.26,1:08.38,2,9.08,1:08.00,4,9.03,1:08.26,3,9.03,
1,8.93,1:16.81,5,8.87,1:17.25,2,8.94,1:16.94,4,8.91,1:17.17,3,8.92,
1,9.00,1:25.81,3,8.95,1:26.206,2,8.98,1:25.92,4,10.07,1:27.247,3,8.97,
