AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME
3,6.767,6.767,1,6.697,6.697,2,6.761,6.761,5,6.853,6.853,4,6.826,6.826
2,8.773,15.539,1,8.692,15.389,5,9.365,16.125,4,8.894,15.747,3,8.781,15.607
3,8.882,24.420,2,8.979,24.368,5,8.779,24.903,4,9.087,24.834,1,8.730,24.337
1,8.597,33.017,2,8.657,33.024,5,9.284,34.187,4,9.341,34.174,3,8.996,33.332
2,9.24,42.257,1,9.10,42.117,4,9.45,43.630,5,9.54,43.712,3,9.29,42.613
