Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.88,6.88,4,7.10,7.10,3,7.08,7.08,2,6.95,6.95
1,9.22,16.10,4,9.39,16.49,3,9.38,16.46,2,9.30,16.25
1,8.57,24.67,3,8.39,24.88,4,8.94,25.40,2,8.51,24.76
1,8.73,33.40,3,8.63,33.51,4,8.93,34.33,2,8.75,33.51
1,9.09,42.487,3,36.67,1:10.179,2,9.33,43.654,0,,PEN
