TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,KIM Chol Gwang POSITION,KIM Chol Gwang LAP TIME,KIM Chol Gwang ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME
1,12.88,12.88,2,13.00,,3,13.09,13.09,5,13.35,13.35,4,13.22,13.22
1,10.05,22.93,2,10.06,,3,10.07,23.16,5,9.99,23.34,4,10.04,23.26
1,9.47,32.40,2,9.42,,4,9.49,32.65,3,9.23,32.57,5,9.47,32.73
1,9.31,41.71,2,9.32,,4,9.36,42.01,3,9.33,41.90,5,9.40,42.13
3,9.50,51.21,1,9.30,,4,9.31,51.32,2,9.21,51.11,5,9.28,51.41
3,9.26,1:00.47,2,9.28,,4,9.26,1:00.58,1,9.11,1:00.22,5,9.27,1:00.68
3,9.11,1:09.58,2,9.08,,4,9.08,1:09.66,1,9.11,1:09.33,5,9.08,1:09.76
3,9.13,1:18.71,2,9.14,,5,9.32,1:18.98,1,9.15,1:18.48,4,9.01,1:18.77
3,9.37,1:28.08,2,9.31,,3,9.34,1:28.307,1,9.34,1:27.82,4,17.88,1:36.463
