Hanna IZAFATAVA POSITION,Hanna IZAFATAVA LAP TIME,Hanna IZAFATAVA ELAPSED TIME,ZHANBUSINOVA Madina POSITION,ZHANBUSINOVA Madina LAP TIME,ZHANBUSINOVA Madina ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Evelien van KERCKVOORDE POSITION,Evelien van KERCKVOORDE LAP TIME,Evelien van KERCKVOORDE ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
4,14.81,14.81,3,14.80,14.80,2,14.71,14.71,5,14.91,14.91,1,14.62,14.62
4,10.79,25.60,1,10.31,25.11,3,10.79,25.50,5,10.77,25.68,2,10.79,25.41
4,10.12,35.72,1,10.25,35.36,3,10.11,35.61,5,10.17,35.85,2,10.10,35.51
4,10.02,45.74,1,10.09,45.45,3,10.05,45.66,5,9.99,45.84,2,10.06,45.57
4,10.02,55.76,1,10.01,55.46,3,10.02,55.68,5,10.02,55.86,2,9.99,55.56
4,9.83,1:05.59,1,9.86,1:05.32,3,9.75,1:05.43,5,10.23,1:06.09,2,9.83,1:05.39
4,9.77,1:15.36,3,9.97,1:15.29,1,9.39,1:14.82,5,10.67,1:16.76,2,9.71,1:15.10
4,9.87,1:25.23,3,9.82,1:25.11,1,9.38,1:24.20,5,11.12,1:27.88,2,9.61,1:24.71
3,9.96,1:35.194,4,10.23,1:35.348,1,9.69,1:33.89,5,11.81,1:39.691,2,9.71,1:34.42
