HEO Andrew POSITION,HEO Andrew LAP TIME,HEO Andrew ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,SLABODNIK Artsemi POSITION,SLABODNIK Artsemi LAP TIME,SLABODNIK Artsemi ELAPSED TIME,BONTOVICS Balazs POSITION,BONTOVICS Balazs LAP TIME,BONTOVICS Balazs ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,LIU Heinrich POSITION,LIU Heinrich LAP TIME,LIU Heinrich ELAPSED TIME
1,13.02,13.02,2,13.13,13.13,4,13.31,13.31,5,13.53,13.53,3,13.21,13.21,6,13.68,13.68
1,9.66,22.68,2,9.68,22.81,4,9.67,22.98,5,9.59,23.12,3,9.68,22.89,6,9.58,23.26
1,9.53,32.21,2,9.49,32.30,4,9.55,32.53,5,9.53,32.65,3,9.55,32.44,6,9.52,32.78
1,9.29,41.50,2,9.31,41.61,4,9.26,41.79,5,9.23,41.88,3,9.27,41.71,6,9.45,42.23
1,9.39,50.89,2,9.35,50.96,5,9.49,51.28,4,9.26,51.14,3,9.33,51.04,6,9.82,52.05
2,9.55,1:00.44,1,9.35,1:00.31,5,9.40,1:00.68,4,9.41,1:00.55,2,9.40,1:00.44,6,10.56,1:02.61
3,9.47,1:09.91,1,8.99,1:09.30,5,9.35,1:10.03,4,9.45,1:10.00,2,9.40,1:09.84,6,11.02,1:13.63
5,9.60,1:19.51,1,9.23,1:18.53,4,9.31,1:19.34,2,9.27,1:19.27,3,9.45,1:19.29,6,11.54,1:25.17
5,9.89,1:29.401,1,9.46,1:27.99,3,9.77,1:29.115,2,9.10,1:28.37,4,9.83,1:29.120,6,11.88,1:37.057
