Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
3,13.7289,13.7289,4,13.9223,13.9223,2,13.7236,13.7236,1,13.6401,13.6401
2,10.0767,23.8056,4,10.0288,23.9511,3,10.1690,23.8926,1,9.9379,23.5780
2,9.9272,33.7328,4,9.9718,33.9229,3,9.8647,33.7573,1,10.0528,33.6308
1,9.2156,42.9484,3,9.0697,42.9926,4,9.5163,43.2736,2,9.3548,42.9856
1,9.5127,52.4611,3,9.5288,52.5214,4,9.5307,52.8043,2,9.5128,52.4984
2,9.7282,1:02.1893,1,9.6364,1:02.1578,4,9.7273,1:02.5316,3,9.8866,1:02.3850
2,9.5923,1:11.7816,1,9.5957,1:11.7535,4,9.5772,1:12.1088,3,9.7086,1:12.0936
2,9.2486,1:21.0302,1,9.1480,1:20.9015,3,9.1780,1:21.2868,4,9.3626,1:21.4562
2,9.26,1:30.282,1,9.29,1:30.188,4,9.47,1:30.751,3,9.24,1:30.697
