Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
1,6.94,6.94,3,7.32,7.32,5,7.57,7.57,2,7.06,7.06,4,7.38,7.38
1,9.31,16.25,3,9.16,16.48,5,9.42,16.99,2,9.27,16.33,4,9.22,16.60
1,8.64,24.89,3,8.66,25.14,5,9.04,26.03,2,8.63,24.96,4,8.68,25.28
1,8.73,33.62,3,8.75,33.89,5,9.37,35.40,2,8.79,33.75,4,8.87,34.15
2,9.02,42.631,3,9.02,42.901,5,9.78,45.179,1,8.82,42.567,4,9.27,43.415
