Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME
2,12.97,12.97,3,13.06,13.06,1,12.88,12.88,4,13.46,13.46,5,13.47,13.47
1,9.90,22.87,3,10.06,23.12,2,10.13,23.01,5,9.92,23.38,4,9.75,23.22
2,9.88,32.75,3,9.81,32.93,1,9.72,32.73,5,9.91,33.29,4,9.82,33.04
2,9.56,42.31,3,9.48,42.41,1,9.50,42.23,5,10.02,43.31,4,9.57,42.61
2,9.63,51.94,3,9.71,52.12,1,9.68,51.91,5,10.45,53.76,4,9.65,52.26
2,9.61,1:01.55,3,9.61,1:01.73,1,9.60,1:01.51,5,10.94,1:04.70,4,9.73,1:01.99
2,9.64,1:11.19,3,9.65,1:11.38,1,9.44,1:10.95,5,11.37,1:16.07,4,10.14,1:12.13
2,9.72,1:20.91,3,10.06,1:21.44,1,9.67,1:20.62,5,11.48,1:27.55,4,10.56,1:22.69
2,10.06,1:30.966,3,10.53,1:31.965,1,10.07,1:30.681,5,11.81,1:39.355,4,11.25,1:33.931
