LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Jonathan LOPEZ POSITION,Jonathan LOPEZ LAP TIME,Jonathan LOPEZ ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
1,13.20,13.20,5,13.67,13.67,3,13.59,13.59,4,13.66,13.66,2,13.31,13.31
2,10.30,23.50,4,10.15,23.82,5,10.64,24.23,1,9.75,23.41,3,10.34,23.65
1,10.04,33.54,4,10.13,33.95,5,10.28,34.51,2,10.23,33.64,3,10.09,33.74
1,9.88,43.42,4,9.79,43.74,5,10.64,45.15,2,9.86,43.50,3,9.87,43.61
1,9.61,53.03,4,9.71,53.45,5,10.84,55.99,2,9.65,53.15,3,9.70,53.31
1,9.51,1:02.54,4,9.86,1:03.31,5,11.00,1:06.99,2,9.50,1:02.65,3,9.86,1:03.17
1,9.36,1:11.90,4,10.05,1:13.36,5,11.49,1:18.48,2,9.37,1:12.02,3,10.04,1:13.21
1,9.49,1:21.39,3,10.21,1:23.57,5,12.02,1:30.50,2,9.50,1:21.52,4,10.61,1:23.82
1,9.66,1:31.048,3,10.46,1:34.023,5,12.25,1:42.741,2,10.18,1:31.692,4,10.73,1:34.545
