Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,VELZEBOER Xandra POSITION,VELZEBOER Xandra LAP TIME,VELZEBOER Xandra ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,TOPOLSKA Gabriela POSITION,TOPOLSKA Gabriela LAP TIME,TOPOLSKA Gabriela ELAPSED TIME
4,13.67,13.67,2,13.43,13.43,3,13.54,13.54,1,13.27,13.27,5,13.72,13.72
4,9.83,23.50,2,9.89,23.32,3,9.90,23.44,1,9.95,23.22,5,9.88,23.60
4,9.88,33.38,2,9.89,33.21,3,9.88,33.32,1,9.85,33.07,5,9.95,33.55
2,9.35,42.73,4,9.59,42.80,3,9.44,42.76,1,9.53,42.60,5,9.54,43.09
4,9.51,52.24,3,9.29,52.09,2,9.31,52.07,1,9.39,51.99,5,9.59,52.68
4,9.39,1:01.63,1,9.16,1:01.25,2,9.34,1:01.41,3,9.60,1:01.59,5,9.92,1:02.60
3,9.40,1:11.03,1,9.36,1:10.61,2,9.48,1:10.89,4,9.61,1:11.20,5,10.33,1:12.93
3,9.46,1:20.49,1,9.63,1:20.24,2,9.48,1:20.37,4,9.66,1:20.86,5,10.74,1:23.67
3,9.81,1:30.30,0,10.00,1:30.24,0,9.89,1:30.26,4,9.77,1:30.63,5,11.48,1:35.15
