Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,Benjamin OH POSITION,Benjamin OH LAP TIME,Benjamin OH ELAPSED TIME,Mak KRSTIC POSITION,Mak KRSTIC LAP TIME,Mak KRSTIC ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME,Vladislav MIKHAILOV POSITION,Vladislav MIKHAILOV LAP TIME,Vladislav MIKHAILOV ELAPSED TIME
1,7.20,7.20,2,7.40,7.40,5,8.14,8.14,3,7.53,,4,7.67,7.67
1,9.49,16.69,2,9.40,16.80,5,10.88,19.02,3,9.31,,4,9.53,17.20
1,9.24,25.93,3,10.71,27.51,4,10.35,29.37,5,21.89,,2,9.19,26.39
1,9.36,35.29,3,9.54,37.05,4,10.76,40.13,5,11.39,,2,9.31,35.70
1,9.59,44.88,3,9.52,46.57,4,11.10,51.23,5,12.64,,2,9.52,45.22
