Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,6.83,6.83,3,7.15,7.15,2,6.97,6.97,4,7.17,7.17
1,8.78,15.61,3,8.82,15.97,2,8.78,15.75,4,8.92,16.09
1,8.44,24.05,3,8.30,24.27,2,8.36,24.11,4,8.41,24.50
1,8.45,32.50,3,8.52,32.79,2,8.62,32.73,4,8.42,32.92
1,8.69,41.19,3,8.97,41.76,2,8.69,41.42,4,8.91,41.83
