Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.75,6.75,2,6.89,6.89,4,7.31,7.31,3,7.07,7.07
1,8.85,15.60,2,8.88,15.77,4,9.06,16.37,3,8.81,15.88
1,8.38,23.98,3,8.73,24.50,4,8.57,24.94,2,8.34,24.22
1,8.51,32.49,3,9.13,33.63,4,8.81,33.75,2,8.42,32.64
1,8.80,41.283,3,8.57,42.195,4,9.18,42.928,2,8.68,41.320
