Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Lubomir POPOVSKI POSITION,Lubomir POPOVSKI LAP TIME,Lubomir POPOVSKI ELAPSED TIME
1,6.798,6.798,4,9.965,9.965,2,7.030,7.030,3,7.207,7.207
1,9.274,16.071,4,10.153,20.117,2,9.328,16.357,3,9.511,16.718
1,9.111,25.182,4,9.485,29.602,2,9.119,25.476,3,9.337,26.055
1,9.271,34.452,4,9.619,39.220,2,9.509,34.984,3,9.762,35.816
1,9.96,44.409,4,10.17,49.383,2,10.45,45.425,3,10.23,46.043
