Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.72,6.72,4,7.27,7.27,2,6.84,6.84,3,7.09,7.09,5,7.35,7.35
1,8.85,15.57,4,8.72,15.99,2,8.89,15.73,3,8.75,15.84,5,8.73,16.08
1,8.47,24.04,4,8.33,24.32,2,8.44,24.17,3,8.40,24.24,5,8.42,24.50
1,8.60,32.64,3,8.54,32.86,2,8.54,32.71,4,8.71,32.95,5,8.58,33.08
1,8.78,41.420,3,8.72,41.577,2,8.86,41.562,4,8.73,41.671,5,8.78,41.859
