Courtney SHMYR POSITION,Courtney SHMYR LAP TIME,Courtney SHMYR ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME
3,15.58,15.58,4,15.72,15.72,1,15.46,15.46,2,15.49,15.49
3,11.24,26.82,4,11.23,26.95,1,11.16,26.62,2,11.22,26.71
3,11.04,37.86,4,11.08,38.03,1,11.07,37.69,2,11.08,37.79
3,10.55,48.41,4,10.41,48.44,1,10.60,48.29,2,10.57,48.36
3,9.69,58.10,4,9.77,58.21,1,9.60,57.89,2,9.68,58.04
3,9.42,1:07.52,4,9.58,1:07.79,1,9.55,1:07.44,2,9.48,1:07.52
2,9.86,1:17.38,3,9.77,1:17.56,1,9.82,1:17.26,4,12.07,1:19.59
1,9.65,1:27.03,3,9.86,1:27.42,2,9.94,1:27.20,4,13.32,1:32.91
1,9.87,1:36.899,3,10.10,1:37.517,2,10.08,1:37.275,0,,PEN
