Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Rinat MAZHENOV POSITION,Rinat MAZHENOV LAP TIME,Rinat MAZHENOV ELAPSED TIME
1,7.00,7.00,5,7.49,7.49,2,7.26,7.26,3,7.38,7.38,4,7.47,7.47
1,9.18,16.18,5,9.62,17.11,2,9.23,16.49,3,9.16,16.54,4,9.48,16.95
1,8.84,25.02,5,8.99,26.10,2,8.79,25.28,3,8.85,25.39,4,9.10,26.05
1,8.95,33.97,4,9.04,35.14,2,8.94,34.22,3,8.87,34.26,5,9.17,35.22
1,9.22,43.188,2,9.19,44.322,4,10.99,45.204,0,,PEN,3,9.33,44.548
