NOH Ah Rum POSITION,NOH Ah Rum LAP TIME,NOH Ah Rum ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,LIU Yang POSITION,LIU Yang LAP TIME,LIU Yang ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
1,13.546,13.546,4,14.046,14.046,2,13.739,13.739,3,13.748,13.748
1,10.359,23.905,4,10.323,24.369,2,10.399,24.138,3,10.456,24.204
1,10.084,33.988,4,10.322,34.690,3,10.393,34.531,2,10.268,34.472
1,9.538,43.527,4,9.959,44.649,2,9.479,44.010,3,9.561,44.034
1,9.824,53.351,4,9.527,54.176,2,9.807,53.817,3,9.796,53.830
1,9.998,1:03.349,4,10.107,1:04.284,3,9.830,1:03.647,2,9.743,1:03.573
1,9.733,1:13.082,4,12.837,1:17.121,3,9.748,1:13.395,2,9.738,1:13.311
1,9.423,1:22.505,4,8.780,1:25.901,3,9.716,1:23.111,2,9.780,1:23.091
1,10.275,1:32.781,4,11.314,1:37.215,3,11.979,1:35.090,2,9.919,1:33.010
