Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Andrea DO-DUC POSITION,Andrea DO-DUC LAP TIME,Andrea DO-DUC ELAPSED TIME
2,13.820,13.820,4,14.080,14.080,3,14.060,14.060,5,14.210,14.210,1,13.660,13.660
2,10.530,24.360,3,10.470,24.550,4,10.570,24.630,5,10.610,24.820,1,10.460,24.120
1,9.820,34.180,3,9.780,34.340,4,9.890,34.520,5,9.910,34.730,2,10.200,34.320
2,9.950,44.130,3,9.820,44.160,4,9.780,44.310,5,9.880,44.620,1,9.810,44.130
2,10.160,54.290,3,10.180,54.350,4,10.270,54.580,5,9.960,54.580,1,9.970,54.100
3,10.300,1:04.600,2,10.130,1:04.480,4,10.390,1:04.970,5,10.390,1:04.980,1,10.240,1:04.350
2,10.040,1:14.640,3,10.190,1:14.680,4,10.060,1:15.030,5,10.200,1:15.180,1,10.170,1:14.530
1,9.800,1:24.440,3,10.490,1:25.170,4,10.330,1:25.360,5,10.240,1:25.430,2,10.340,1:24.870
1,10.300,1:34.750,3,10.260,1:35.440,5,10.580,1:35.940,4,10.220,1:35.650,2,10.380,1:35.260
