Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME
1,7.47,7.47,3,7.80,7.80,2,7.59,7.59
1,9.83,17.30,3,9.88,17.68,2,9.93,17.52
1,9.25,26.55,3,10.63,28.31,2,9.37,26.89
1,9.57,36.12,3,29.95,58.26,2,9.87,36.76
1,10.12,46.238,3,13.64,1:11.896,2,10.37,47.123
