Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME
4,13.13,13.13,3,13.03,13.03,5,13.20,13.20,2,12.92,12.92,1,12.79,12.79
4,10.03,23.16,3,10.04,23.07,5,10.09,23.29,1,9.98,22.90,2,10.12,22.91
4,9.67,32.83,3,9.63,32.70,5,9.66,32.95,2,9.75,32.65,1,9.70,32.61
5,9.68,42.51,2,9.55,42.25,4,9.52,42.47,3,9.72,42.37,1,9.56,42.17
5,9.77,52.28,2,9.61,51.86,4,9.72,52.19,3,9.65,52.02,1,9.61,51.78
5,9.41,1:01.69,2,9.45,1:01.31,4,9.39,1:01.58,3,9.42,1:01.44,1,9.44,1:01.22
5,9.49,1:11.18,2,9.37,1:10.68,4,9.45,1:11.03,3,9.46,1:10.90,1,9.38,1:10.60
5,9.54,1:20.72,2,9.34,1:20.02,4,9.56,1:20.59,3,9.55,1:20.45,1,9.36,1:19.96
5,9.72,1:30.44,0,,PHOTO,4,9.76,1:30.35,3,9.73,1:30.18,0,,PHOTO
