KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,MURPHY Peter POSITION,MURPHY Peter LAP TIME,MURPHY Peter ELAPSED TIME,WOLFGANG Matthias POSITION,WOLFGANG Matthias LAP TIME,WOLFGANG Matthias ELAPSED TIME
1,6.70,6.70,2,6.96,6.96,3,7.27,7.27,4,7.43,7.43
1,8.81,15.51,2,8.86,15.82,3,9.15,16.42,4,9.22,16.65
1,8.43,23.94,2,8.43,24.25,3,8.69,25.11,4,8.87,25.52
1,8.64,32.58,2,8.57,32.82,3,8.83,33.94,4,9.08,34.60
1,8.90,41.48,2,8.73,41.55,3,8.99,42.930,4,9.27,43.875
