Ivita KRUMINA POSITION,Ivita KRUMINA LAP TIME,Ivita KRUMINA ELAPSED TIME,LIU Ling-E POSITION,LIU Ling-E LAP TIME,LIU Ling-E ELAPSED TIME,LIU Cuijia POSITION,LIU Cuijia LAP TIME,LIU Cuijia ELAPSED TIME,Ulrike LEHMANN POSITION,Ulrike LEHMANN LAP TIME,Ulrike LEHMANN ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME
5,8.369,8.369,2,7.719,7.719,1,7.486,7.486,3,7.881,7.881,4,8.167,8.167
5,10.973,19.341,2,10.065,17.783,1,9.856,17.341,3,10.018,17.899,4,9.900,18.066
5,10.413,29.753,2,9.703,27.486,1,9.647,26.988,3,9.733,27.631,4,10.011,28.077
5,10.760,40.513,3,10.395,37.881,1,9.750,36.737,2,9.985,37.616,4,10.057,38.134
5,11.14,51.647,4,10.54,48.412,1,10.31,47.041,3,10.49,48.098,2,9.90,48.025
