Lily TAITIMU POSITION,Lily TAITIMU LAP TIME,Lily TAITIMU ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,PARK Junghyun POSITION,PARK Junghyun LAP TIME,PARK Junghyun ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME
5,15.10,15.10,2,14.84,14.84,3,14.97,14.97,1,14.68,14.68,4,15.09,15.09
3,11.34,26.44,2,11.41,26.25,4,11.51,26.48,1,11.46,26.14,5,11.53,26.62
4,10.82,37.26,2,10.71,36.96,3,10.60,37.08,1,10.72,36.86,5,10.68,37.30
5,10.64,47.90,2,10.61,47.57,3,10.62,47.70,1,10.63,47.49,4,10.53,47.83
5,10.62,58.52,2,10.52,58.09,3,10.55,58.25,1,10.50,57.99,4,10.56,58.39
5,10.47,1:08.99,2,10.18,1:08.27,3,10.16,1:08.41,1,10.21,1:08.20,4,10.43,1:08.82
5,10.90,1:19.89,2,9.99,1:18.26,3,10.20,1:18.61,1,9.97,1:18.17,4,10.72,1:19.54
5,11.48,1:31.37,1,9.74,1:28.00,3,10.54,1:29.15,2,9.85,1:28.02,4,10.97,1:30.51
5,12.12,1:43.49,1,9.58,1:37.58,3,11.00,1:40.15,2,10.07,1:38.09,4,11.58,1:42.09
