Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
1,7.06,7.06,2,7.19,7.19,4,7.56,7.56,3,7.41,7.41
1,9.43,16.49,2,9.43,16.62,4,9.43,16.99,3,9.36,16.77
1,9.01,25.50,2,9.00,25.62,4,8.97,25.96,3,8.93,25.70
1,9.18,34.68,2,9.19,34.81,4,9.03,34.99,3,9.20,34.90
1,9.42,44.097,2,9.35,44.159,4,9.30,44.290,3,9.37,44.263
