Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
1,6.88,6.88,2,7.56,7.56,4,7.93,7.93,3,7.56,7.56
1,9.42,16.31,3,9.62,17.19,4,9.59,17.52,2,9.61,17.17
1,8.82,25.13,4,9.40,26.59,3,8.99,26.52,2,9.07,26.25
1,9.89,35.02,4,9.33,35.92,3,9.12,35.64,2,9.05,35.30
1,9.71,44.724,4,9.60,45.512,3,9.32,44.951,2,9.56,44.855
