Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME
1,7.59,7.59,2,7.80,7.80,3,8.10,8.10,4,8.26,8.26
1,9.81,17.40,2,9.70,17.50,3,9.82,17.92,4,9.81,18.07
1,9.26,26.66,2,9.21,26.71,3,9.25,27.17,4,9.19,27.26
1,9.47,36.13,2,9.48,36.19,3,9.41,36.58,4,9.36,36.62
0,,PHOTO,0,,PHOTO,3,9.83,46.387,4,10.09,46.700
