SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
1,,42.067,2,,42.486,3,,43.082
