KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME
2,7.33,7.33,1,7.22,7.22,3,7.47,7.47,4,7.69,7.69,5,7.99,7.99
2,9.49,16.82,1,9.54,16.76,3,9.45,16.92,4,9.59,17.28,5,9.75,17.74
2,9.00,25.82,1,9.03,25.79,3,9.03,25.95,4,9.14,26.42,5,9.37,27.11
2,9.13,34.95,1,9.09,34.88,3,9.09,35.04,4,9.27,35.69,5,9.57,36.68
2,9.39,44.34,1,9.42,44.30,3,9.37,44.41,4,9.49,45.188,5,9.90,46.584
