Bulat VALIULLIN POSITION,Bulat VALIULLIN LAP TIME,Bulat VALIULLIN ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,7.210,7.210,3,7.464,7.464,2,7.356,7.356,4,8.077,8.077
1,9.355,16.564,2,9.121,16.584,3,9.374,16.729,4,9.378,17.455
3,9.179,25.743,1,8.707,25.291,2,8.992,25.721,4,9.677,27.132
2,8.817,34.559,1,8.590,33.881,3,8.980,34.700,4,9.589,36.721
2,8.88,43.431,1,9.20,43.072,3,8.84,43.536,4,9.28,46.000
