Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,Milada DOSLA POSITION,Milada DOSLA LAP TIME,Milada DOSLA ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME
1,7.63,7.63,2,7.76,7.76,3,7.89,7.89,5,8.06,8.06,4,8.05,8.05
1,9.76,17.39,2,9.71,17.47,3,9.80,17.69,5,9.85,17.91,4,9.65,17.70
1,9.16,26.55,2,9.20,26.67,4,9.35,27.04,5,9.22,27.13,3,9.15,26.85
1,9.24,35.79,2,9.21,35.88,4,9.32,36.36,5,9.50,36.63,3,9.13,35.98
1,9.37,45.16,2,9.49,45.37,4,9.66,46.001,5,9.82,46.438,3,9.43,45.41
