Namasthee HARRIS-GAUTHIER POSITION,Namasthee HARRIS-GAUTHIER LAP TIME,Namasthee HARRIS-GAUTHIER ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME
1,14.63,14.63,2,14.77,14.77,3,14.89,14.89
1,11.21,25.84,2,11.20,25.97,3,11.18,26.07
1,10.88,36.72,2,10.93,36.90,3,10.92,36.99
1,10.41,47.13,2,10.40,47.30,3,10.40,47.39
1,10.08,57.21,2,10.03,57.33,3,10.05,57.44
1,9.78,1:06.99,2,9.85,1:07.18,3,9.84,1:07.28
1,9.60,1:16.59,2,9.52,1:16.70,3,9.49,1:16.77
1,9.66,1:26.25,2,9.65,1:26.35,3,9.71,1:26.48
1,9.87,1:36.119,2,9.86,1:36.206,3,10.26,1:36.738
