NIESCIER Karol POSITION,NIESCIER Karol LAP TIME,NIESCIER Karol ELAPSED TIME,Luca LIM POSITION,Luca LIM LAP TIME,Luca LIM ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
4,7.67,7.67,2,7.37,7.37,1,7.21,7.21,3,7.39,7.39
4,9.59,17.26,3,9.59,16.96,1,9.28,16.49,2,9.32,16.71
4,9.10,26.36,3,9.07,26.03,1,8.93,25.42,2,8.82,25.53
4,9.28,35.64,3,9.18,35.21,1,9.18,34.60,2,9.16,34.69
4,9.55,45.19,3,9.43,44.64,1,9.40,44.00,2,9.39,44.08
