Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
1,6.810,6.810,3,7.210,7.210,2,7.050,7.050,4,7.290,7.290
2,9.010,15.830,3,9.080,16.300,1,8.710,15.770,4,9.210,16.510
1,8.470,24.300,4,9.000,25.300,2,8.980,24.750,3,8.650,25.160
1,8.580,32.880,4,8.940,34.250,2,8.680,33.440,3,8.870,34.040
1,8.790,41.670,4,9.080,43.330,2,9.150,42.590,3,9.080,43.120
