HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.63,6.63,3,6.91,6.91,2,6.83,6.83,4,7.15,7.15
1,9.16,15.79,3,9.55,16.46,4,31.61,38.44,2,9.28,16.43
1,8.50,24.29,3,8.63,25.09,4,17.71,56.15,2,8.50,24.93
1,8.73,33.02,3,8.51,33.60,4,16.73,1:12.88,2,8.66,33.59
1,9.10,42.112,2,9.62,43.217,3,16.77,1:29.644,0,,DQ
