Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,David GROSSENBACHER POSITION,David GROSSENBACHER LAP TIME,David GROSSENBACHER ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
2,12.956,12.956,1,12.832,12.832,3,13.070,13.070,4,13.494,13.494
2,9.825,22.781,1,9.782,22.613,3,9.888,22.957,4,9.570,23.064
3,10.000,32.780,1,10.151,32.764,2,9.811,32.768,4,9.962,33.025
2,9.984,42.764,3,10.008,42.771,1,9.743,42.511,4,10.021,43.045
2,9.665,52.428,3,9.946,52.716,1,9.728,52.239,4,9.697,52.742
2,9.431,1:01.858,4,10.063,1:02.779,1,9.512,1:01.750,3,9.497,1:02.238
2,9.356,1:11.214,4,10.216,1:12.995,1,9.392,1:11.142,3,9.409,1:11.646
2,9.548,1:20.762,4,10.445,1:23.439,1,9.539,1:20.681,3,9.690,1:21.335
2,10.19,1:30.948,4,10.60,1:34.035,1,10.03,1:30.702,3,10.22,1:31.549
