ZHANG Hui POSITION,ZHANG Hui LAP TIME,ZHANG Hui ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
2,14.29,14.29,1,14.24,14.24
2,10.87,25.17,1,10.90,25.14
2,10.53,35.71,1,10.49,35.63
2,10.05,45.76,1,10.10,45.74
2,9.65,55.41,1,9.50,55.24
2,9.52,1:04.94,1,9.68,1:04.93
2,9.89,1:14.83,1,9.84,1:14.77
2,10.00,1:24.83,1,9.97,1:24.75
1,9.84,1:34.669,2,10.11,1:34.853
