SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,6.820,6.820,2,7.060,7.060,4,7.290,7.290,3,7.220,7.220
1,9.090,15.910,2,9.020,16.090,4,9.310,16.600,3,9.080,16.300
1,8.560,24.480,4,8.840,24.930,2,8.120,24.720,3,8.500,24.810
1,8.590,33.070,3,8.660,33.590,2,8.610,33.330,4,8.870,33.690
1,8.970,42.040,4,9.410,43.010,2,9.490,42.820,3,9.240,42.930
