SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Dimitry NAZARENKO POSITION,Dimitry NAZARENKO LAP TIME,Dimitry NAZARENKO ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME
5,14.440,14.440,2,13.980,13.980,4,14.240,14.240,1,13.970,13.970,3,14.150,14.150
5,10.140,24.590,2,10.470,24.460,3,10.260,24.510,1,10.180,24.160,4,10.400,24.560
4,10.290,34.880,5,10.440,34.900,3,10.220,34.730,1,10.300,34.470,2,10.100,34.660
5,10.160,45.040,1,9.620,44.530,4,10.220,44.950,2,10.280,44.750,3,10.180,44.850
2,9.640,54.690,1,9.970,54.500,3,9.790,54.750,4,10.120,54.870,5,10.510,55.370
2,9.650,1:04.340,1,9.690,1:04.190,3,9.780,1:04.530,5,10.380,1:05.260,4,9.830,1:05.200
2,9.250,1:13.600,1,9.340,1:13.540,3,9.630,1:14.170,5,10.830,1:16.090,4,9.780,1:14.980
2,9.390,1:22.990,1,9.440,1:22.980,3,9.950,1:24.120,5,11.270,1:27.360,4,10.160,1:25.140
2,9.540,1:32.530,1,9.320,1:32.300,3,10.500,1:34.630,5,11.920,1:39.290,4,10.770,1:35.920
