Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
1,7.224,7.224,2,7.607,7.607,3,7.671,7.671,4,7.848,7.848
1,9.861,17.085,2,9.925,17.532,4,10.039,17.710,3,9.769,17.616
4,10.361,27.446,1,9.524,27.055,3,9.509,27.218,2,9.565,27.181
1,8.879,36.325,2,9.584,36.639,3,9.490,36.707,4,9.595,36.775
1,10.06,46.383,2,9.84,46.473,3,9.90,46.598,4,9.87,46.636
