Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Zbigniew BRODKA POSITION,Zbigniew BRODKA LAP TIME,Zbigniew BRODKA ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME
4,13.500,13.500,5,13.680,13.680,3,13.363,13.363,1,13.101,13.101,2,13.279,13.279
4,10.272,23.771,5,10.277,23.957,2,10.225,23.588,1,10.321,23.421,3,10.417,23.696
4,10.410,34.181,5,10.373,34.329,3,10.465,34.053,1,10.340,33.761,2,10.253,33.948
4,10.363,44.543,5,10.327,44.656,2,10.343,44.395,1,10.310,44.070,3,10.467,44.415
3,10.273,54.816,5,10.333,54.989,2,10.094,54.489,1,10.324,54.394,4,10.401,54.816
3,9.746,1:04.561,5,10.077,1:05.065,1,9.618,1:04.106,2,10.039,1:04.432,4,9.851,1:04.667
2,9.741,1:14.302,4,9.698,1:14.762,1,9.849,1:13.954,3,10.118,1:14.549,5,10.107,1:14.774
2,9.940,1:24.241,4,10.245,1:25.007,1,10.216,1:24.170,5,10.748,1:25.297,3,10.122,1:24.895
1,10.42,1:34.652,4,10.43,1:35.434,2,10.68,1:34.850,5,10.97,1:36.259,3,10.37,1:35.256
