PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,WANG Shuang POSITION,WANG Shuang LAP TIME,WANG Shuang ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
0,7.545,7.545,0,7.400,7.400,0,7.605,7.605,0,7.950,7.950
0,9.672,17.217,0,9.772,17.171,0,9.708,17.313,0,9.524,17.474
0,9.541,26.758,0,9.257,26.428,0,9.222,26.534,0,9.303,26.776
0,9.449,36.207,0,9.548,35.976,0,9.137,35.672,0,9.661,36.438
0,,,0,,,0,,,0,,
