DJORDJEVIC Jovan POSITION,DJORDJEVIC Jovan LAP TIME,DJORDJEVIC Jovan ELAPSED TIME,Julian MACARAEG POSITION,Julian MACARAEG LAP TIME,Julian MACARAEG ELAPSED TIME,CHAN Ho Tung POSITION,CHAN Ho Tung LAP TIME,CHAN Ho Tung ELAPSED TIME,Triphop THONGNGAM POSITION,Triphop THONGNGAM LAP TIME,Triphop THONGNGAM ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME
1,13.34,13.34,2,13.45,13.45,3,13.62,13.62,4,13.63,13.63,5,13.74,13.74
1,10.48,23.82,2,10.53,23.98,5,10.66,24.28,3,10.41,24.04,4,10.50,24.24
1,9.99,33.81,2,9.93,33.91,4,10.21,34.49,5,11.06,35.10,3,9.74,33.98
1,10.11,43.92,2,10.12,44.03,4,9.88,44.37,5,10.38,45.48,3,10.16,44.14
1,9.94,53.86,2,9.98,54.01,4,10.06,54.43,5,9.64,55.12,3,9.92,54.06
2,9.56,1:03.42,3,9.73,1:03.74,4,10.18,1:04.61,5,9.57,1:04.69,1,9.30,1:03.36
2,9.67,1:13.09,3,9.65,1:13.39,5,10.56,1:15.17,4,9.71,1:14.40,1,9.27,1:12.63
2,9.79,1:22.88,3,9.88,1:23.27,5,10.83,1:26.00,4,10.18,1:24.58,1,9.40,1:22.03
2,10.03,1:32.91,3,10.22,1:33.49,5,11.11,1:37.11,4,11.08,1:35.66,1,9.67,1:31.70
