FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME
2,17.881,17.881,1,17.689,17.689,4,18.047,18.047,3,18.042,18.042
2,13.106,30.986,1,13.145,30.834,3,13.023,31.070,4,13.138,31.179
2,12.201,43.186,1,12.304,43.137,4,12.234,43.303,3,12.047,43.225
1,10.202,53.388,3,10.537,53.673,4,10.479,53.782,2,10.344,53.568
1,10.070,1:03.458,3,9.924,1:03.596,4,9.987,1:03.769,2,9.965,1:03.533
3,9.832,1:13.289,1,9.609,1:13.205,4,9.798,1:13.566,2,9.714,1:13.247
2,9.367,1:22.655,1,9.448,1:22.653,4,9.408,1:22.974,3,9.503,1:22.749
2,9.496,1:32.151,3,9.570,1:32.222,4,9.459,1:32.433,1,9.274,1:32.022
2,10.00,1:42.150,1,9.71,1:41.927,3,9.86,1:42.289,0,,DQ
