Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
3,12.75,12.75,1,12.57,12.57,4,12.81,12.81,5,12.86,12.86,2,12.62,12.62
1,9.45,22.20,2,9.77,22.34,4,9.74,22.55,5,9.70,22.57,3,9.92,22.55
1,9.50,31.71,2,9.52,31.86,5,9.40,31.96,4,9.34,31.91,3,9.36,31.91
1,9.45,41.16,4,9.46,41.32,5,9.35,41.32,3,9.37,41.29,2,9.37,41.28
1,9.20,50.36,4,9.19,50.51,3,9.17,50.49,5,9.33,50.62,2,9.20,50.49
1,8.88,59.24,4,8.89,59.41,3,8.84,59.33,5,9.07,59.70,2,8.83,59.32
1,8.90,1:08.14,3,9.00,1:08.41,5,9.47,1:08.81,4,8.88,1:08.58,2,8.94,1:08.26
1,8.97,1:17.12,4,9.27,1:17.68,5,9.27,1:18.08,3,8.93,1:17.51,2,8.92,1:17.18
1,9.31,1:26.431,5,10.68,1:28.352,4,9.55,1:27.627,3,9.10,1:26.607,2,9.34,1:26.515
