Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Satomi SAKAI POSITION,Satomi SAKAI LAP TIME,Satomi SAKAI ELAPSED TIME,Kristina PAPP POSITION,Kristina PAPP LAP TIME,Kristina PAPP ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME
1,7.425,7.425,2,7.590,7.590,4,9.137,9.137,3,7.755,7.755
1,10.069,17.494,2,9.944,17.534,4,12.838,21.975,3,9.837,17.591
2,9.709,27.202,1,9.638,27.171,4,12.344,34.318,3,9.756,27.346
1,9.598,36.799,2,9.658,36.829,4,12.598,46.916,3,9.555,36.901
1,9.86,46.658,2,9.86,46.681,4,12.84,59.755,3,9.92,46.816
