START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
4,10.01,,7,10.28,10.28,4,10.01,10.01,1,9.75,9.75,6,10.08,10.08,2,9.90,9.90,3,9.95,9.95,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
6,13.32,,7,13.24,23.52,4,13.11,23.12,3,13.31,23.06,5,13.07,23.15,1,13.02,22.92,2,13.01,22.96,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,11.77,,6,11.57,35.09,3,11.61,34.73,5,11.77,34.83,4,11.64,34.79,1,11.55,34.47,2,11.63,34.59,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,10.91,,1,10.02,45.11,4,10.82,45.55,6,11.01,45.84,5,10.86,45.65,2,10.83,45.30,3,10.84,45.43,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,10.29,,1,10.63,55.74,2,10.22,55.77,6,10.24,56.08,5,10.31,55.96,3,10.52,55.82,4,10.40,55.83,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,10.64,,4,10.74,1:06.48,2,10.61,1:06.38,6,10.69,1:06.77,5,10.60,1:06.56,3,10.65,1:06.47,1,10.44,1:06.27,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,10.77,,4,10.51,1:16.99,3,10.60,1:16.98,6,10.51,1:17.28,5,10.48,1:17.04,2,10.41,1:16.88,1,10.54,1:16.81,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,10.84,,1,9.97,1:26.96,4,10.37,1:27.35,6,10.39,1:27.67,5,10.49,1:27.53,3,10.36,1:27.24,2,10.34,1:27.15,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,11.16,,1,9.76,1:36.72,4,9.77,1:37.12,6,9.68,1:37.35,5,9.80,1:37.33,3,9.74,1:36.98,2,9.71,1:36.86,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,11.79,,1,9.55,1:46.27,5,9.61,1:46.73,4,9.13,1:46.48,6,9.67,1:47.00,3,9.46,1:46.44,2,9.45,1:46.31,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,12.98,,1,9.62,1:55.89,5,9.76,1:56.49,2,9.42,1:55.90,6,9.80,1:56.80,4,9.61,1:56.05,3,9.67,1:55.98,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,13.62,,2,9.75,2:05.64,5,9.90,2:06.39,1,9.35,2:05.25,6,10.11,2:06.91,4,9.75,2:05.80,2,9.66,2:05.64,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,12.00,,3,9.97,2:15.61,5,10.17,2:16.56,1,9.76,2:15.01,6,10.68,2:17.59,4,9.88,2:15.68,2,9.76,2:15.40,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
7,11.95,2:42.05,4,10.18,2:25.79,5,10.40,2:26.96,1,10.17,2:25.18,6,11.44,2:29.03,3,9.89,2:25.57,2,10.11,2:25.51,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,10
