J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
1,13.22,13.22,2,13.32,13.32,4,13.58,13.58,3,13.45,13.45
1,10.13,23.35,2,10.13,23.45,4,10.13,23.71,3,10.12,23.57
1,9.82,33.17,2,9.81,33.26,4,9.76,33.47,3,9.80,33.37
1,9.86,43.03,2,9.85,43.11,4,9.84,43.31,3,9.85,43.22
1,9.54,52.57,3,9.59,52.70,4,9.54,52.85,2,9.47,52.69
1,9.12,1:01.69,4,9.39,1:02.09,3,9.03,1:01.88,2,9.09,1:01.78
1,8.88,1:10.57,4,9.20,1:11.29,3,8.92,1:10.80,2,9.01,1:10.79
1,8.79,1:19.36,4,9.43,1:20.72,2,8.80,1:19.60,3,9.15,1:19.94
1,9.00,1:28.357,4,9.72,1:30.436,2,8.82,1:28.415,3,9.46,1:29.398
